month,EVI
2005-12,0.1497620190261297
2006-01,0.1235958602234346
2006-02,0.115518004970627
2006-03,0.1227428124010183
2006-04,0.1604705259367386
2006-05,0.2083074590778599
2006-06,0.1965273033891504
2006-07,0.368250585255771
2006-08,0.5012591221631485
2006-09,0.3752326630081885
2006-10,0.1728471178248068
2006-11,0.1090514249402129
2006-12,0.1081088108902879
2007-01,0.0931430669775746
2007-02,0.0982949779621668
2007-03,0.0994988333114559
2007-04,0.1078748704657556
2007-05,0.1560336358342789
2007-06,0.3344916307105973
2007-07,0.5467447492690355
2007-08,0.6205705943261433
2007-09,0.4188028029497287
2007-10,0.2161150337129057
2007-11,0.1091559336692025
2007-12,0.1117785900564277
2008-01,0.1013274353034383
2008-02,0.1013645603976431
2008-03,0.0961692860208676
2008-04,0.0770063686864014
2008-05,0.0319951997875623
2008-06,0.2243465405887667
2008-07,0.4093739659106958
2008-08,0.4629184481517488
2008-09,0.6597319387436908
2008-10,0.1676760890525571
2008-11,0.1220557423081011
2008-12,0.108100036094413
2009-01,0.1110468166381535
2009-02,0.0968040337393206
2009-03,0.0979681290773552
2009-04,0.0959839121657033
2009-05,0.1322991190319216
2009-06,0.2243328778813504
2009-07,0.4740335460065756
2009-08,0.6501203726085382
2009-09,0.5030511492351498
2009-10,0.4214711790977137
2009-11,0.1614468146877663
2009-12,0.108205936982984
2010-01,0.1074920331937081
2010-02,0.10621679117648
2010-03,0.0919160526945287
2010-04,0.0820832350666161
2010-05,0.138555313166948
2010-06,0.1844346532947761
2010-07,0.3531308524067485
2010-08,0.4913796919042905
2010-09,0.4559763645333576
2010-10,0.6109234917234885
2010-11,0.2371879880660115
2010-12,0.1310975864750743
2011-01,0.1540097018290426
2011-02,0.124669228526382
2011-03,0.2020166376157592
2011-04,0.2252435850764765
2011-05,0.1958917846096806
2011-06,0.186426559374036
2011-07,0.4317857118643031
2011-08,0.4405226369785174
2011-09,0.3526387449968688
2011-10,0.3597069409933333
2011-11,0.1808107146217762
2011-12,0.1508071195156208
2012-01,0.1411013243554672
2012-02,0.1399215672852512
2012-03,0.1186082444451115
2012-04,0.11007633785794
2012-05,0.1442775173603027
2012-06,0.1756085697256004
2012-07,0.3353177399185593
2012-08,0.5222431058971547
2012-09,0.5670979868212364
2012-10,0.2669937932415824
2012-11,0.1389432837185973
2012-12,0.1036977154957065
2013-01,0.1065947512394111
2013-02,0.1087441147622205
2013-03,0.0982973864722931
2013-04,0.076377495642596
2013-05,0.1490810638341899
2013-06,0.3310889812260923
2013-07,0.4567645671120117
2013-08,0.6654463872385491
2013-09,0.602117971353689
2013-10,0.2369123286113808
2013-11,0.168902172257464
2013-12,0.1090035353951081
2014-01,0.1073774240651484
2014-02,-0.2139996185339372
2014-03,0.163457150146371
2014-04,0.2013237423989306
2014-05,0.1719680990095295
2014-06,0.2888367918074121
2014-07,0.4719464290328826
2014-08,0.6811298411924606
2014-09,0.6903128819119491
2014-10,0.2944551198982165
2014-11,0.1700287786036807
2014-12,0.141682761613992
2015-01,0.154584829488201
2015-02,0.1471065078282712
2015-03,0.1122124225086216
2015-04,0.1081149521279929
2015-05,0.1675735805030986
2015-06,0.3904652673248411
2015-07,0.5373307788589907
2015-08,0.5800351380141809
2015-09,0.6350746814019327
2015-10,0.2654509585457035
2015-11,0.1324610277499256
2015-12,0.1175540897725887
2016-01,0.1112158831847565
2016-02,0.1189737426726265
2016-03,0.1878035997390018
2016-04,0.0889825983399916
2016-05,0.1236761598497737
2016-06,0.2048664174868479
2016-07,0.5169162386530335
2016-08,0.770555029788423
2016-09,0.5942420893919199
2016-10,0.5191772457920049
2016-11,0.204020458769588
2016-12,0.1310947725182927
2017-01,0.2099034468897328
2017-02,0.1665366836564175
2017-03,0.1146424907908346
2017-04,0.1111340557574274
2017-05,0.1431240924959752
2017-06,0.1576116588817086
2017-07,0.3267848169190941
2017-08,0.5267464181159103
2017-09,0.5294698956104236
2017-10,0.429842977761622
2017-11,0.2366648219718943
2017-12,0.1185673994420778
2018-01,0.1149129692044087
2018-02,0.1557698507395189
2018-03,0.1029631885193393
2018-04,0.0987190021568905
2018-05,0.1076703666182974
2018-06,0.1492107766552506
2018-07,0.3565047446569541
2018-08,0.4598634813517164
2018-09,0.5080308136675096
2018-10,0.4139977958730793
2018-11,0.2870295697455444
2018-12,0.2353734597669287
2019-01,0.0962138420955846
2019-02,0.145998187085191
2019-03,0.0949726073253431
2019-04,0.1249068356297867
2019-05,0.1076087315877588
2019-06,0.3106919799336382
2019-07,0.4905592572698508
2019-08,0.7252610796618395
2019-09,0.4564281769456919
2019-10,0.2020194766788502
2019-11,0.2266262177509994
2019-12,0.1027237113622002
2020-01,0.127280606683948
2020-02,0.0897936881426113
2020-03,0.0982880282976861
2020-04,0.0766305238799253
2020-05,0.1576208270942817
2020-06,0.2689932924725029
2020-07,0.4237482433718418
2020-08,0.6335170902536816
2020-09,0.4140890116366951
2020-10,0.3737495193088077
2020-11,0.1498473190655949
2020-12,0.1345536585508984
2021-01,0.11446040762061155
2021-02,0.10253969885963297
2021-03,0.09543670887094846
2021-04,0.13279601449821407
2021-05,0.15862343487421998
