month,NBRT
2006-01,0.951676815175244
2006-02,0.943640365553308
2006-03,0.948714444661092
2006-04,0.9517369900427718
2006-05,0.9583127627400092
2006-06,0.961979838641078
2006-07,0.9656335058133688
2006-08,0.9754670405436324
2006-09,0.9657981925944809
2006-10,0.9552826733945334
2006-11,0.9447406143792518
2006-12,0.9367339323841826
2007-01,0.936227645706364
2007-02,0.9320986938031124
2007-03,0.9361156728357248
2007-04,0.9278553225298772
2007-05,0.9657026084681216
2007-06,0.9644124874323936
2007-07,0.9817125318187908
2007-08,0.982830824040604
2007-09,0.9787258614896172
2007-10,0.9691982762329526
2007-11,0.9367431451675202
2007-12,0.9376634644968056
2008-01,0.9336932727690654
2008-02,0.935177473708798
2008-03,0.9368071678848432
2008-04,0.9468833071373112
2008-05,0.9766189960670884
2008-06,0.9526561757102538
2008-07,0.974160114599522
2008-08,0.9837487992520728
2008-09,0.9847500836580708
2008-10,0.9629314445519634
2008-11,0.955290653109672
2008-12,0.9492085388206956
2009-01,0.9352326141863868
2009-02,0.9418319359983224
2009-03,0.9358540263891
2009-04,0.9373185989499666
2009-05,0.9540765459271116
2009-06,0.967124814825732
2009-07,0.9839846245966152
2009-08,0.984915803345744
2009-09,0.9806342740696802
2009-10,0.971942765887808
2009-11,0.956207030412787
2009-12,0.9398186087984493
2010-01,0.9381921860014376
2010-02,0.9410804766865092
2010-03,0.9401946223255409
2010-04,0.9621391810007354
2010-05,0.953402768947244
2010-06,0.9622989122912944
2010-07,0.9760670731954044
2010-08,0.9821027547593754
2010-09,0.9753831515144936
2010-10,0.984130070678221
2010-11,0.9637573408836508
2010-12,0.947133548512122
2011-01,0.9541551926669812
2011-02,0.9554693531538604
2011-03,0.94682476192712
2011-04,0.9568470794702552
2011-05,0.9577933354103584
2011-06,0.9678408844255062
2011-07,0.9705896257656976
2011-08,0.9810208155424912
2011-09,0.976168556579974
2011-10,0.9759656591990918
2011-11,0.9513200805731038
2011-12,0.9521570359553668
2012-01,0.9502490157250724
2012-02,0.9504406754699432
2012-03,0.953909403671194
2012-04,0.9526129351485196
2012-05,0.9475342958677332
2012-06,0.9579350624961596
2012-07,0.9716915159554368
2012-08,0.9757422703440112
2012-09,0.9817223622605722
2012-10,0.9682375994516093
2012-11,0.9506643163859572
2012-12,0.9433025373890076
2013-01,0.9508903078472029
2013-02,0.9462119423910788
2013-03,0.941301868207498
2013-04,0.95323649650177
2013-05,0.964871287581444
2013-06,0.9683694477995518
2013-07,0.9840399041880946
2013-08,0.9836795189716452
2013-09,0.9837090187586868
2013-10,0.9706597125924334
2013-11,0.962811061782924
2013-12,0.9479397734805328
2014-01,0.9411678146400946
2014-02,0.9491789684063724
2014-03,0.9584139769319702
2014-04,0.9475258755675954
2014-05,0.957726271078282
2014-06,0.9703271020441864
2014-07,0.981144591049914
2014-08,0.984474155913742
2014-09,0.9853971730140748
2014-10,0.968772447036302
2014-11,0.9591811173974006
2014-12,0.9504399550282232
2015-01,0.9531270599237924
2015-02,0.9523583785281884
2015-03,0.95317096664553
2015-04,0.95739382887338
2015-05,0.9612525332519892
2015-06,0.9654159693241782
2015-07,0.9814932869569176
2015-08,0.9823870770314354
2015-09,0.982957894486578
2015-10,0.965376821009062
2015-11,0.959633881479112
2015-12,0.9490830542242452
2016-01,0.9433014525298956
2016-02,0.944759984393634
2016-03,0.9479931895260564
2016-04,0.9700575964638732
2016-05,0.9460187602535584
2016-06,0.9695220156919522
2016-07,0.9823781973175524
2016-08,0.9889328441720908
2016-09,0.984670497601798
2016-10,0.9823695442511424
2016-11,0.975604449939097
2016-12,0.9679863291937382
2017-01,0.9658979875491702
2017-02,0.9704046988005824
2017-03,0.9574608714977926
2017-04,0.9548540492360904
2017-05,0.9446686456426634
2017-06,0.958443897299828
2017-07,0.9672402317946284
2017-08,0.978830589980386
2017-09,0.9795120464369234
2017-10,0.9726937184710462
2017-11,0.9654124231967876
2017-12,0.9349395012975124
2018-01,0.9477028221923056
2018-02,0.9405143998299498
2018-03,0.9495520334385594
2018-04,0.9368164797047304
2018-05,0.9510766369195024
2018-06,0.9623253801281988
2018-07,0.9644825973208464
2018-08,0.9796457124661434
2018-09,0.973933605321478
2018-10,0.965747024660113
2018-11,0.9537045861227408
2018-12,0.9534051282241864
2019-01,0.9309147662694366
2019-02,0.9387094094867998
2019-03,0.94150824757715
2019-04,0.9468833510924816
2019-05,0.9438898309473353
2019-06,0.960040796688449
2019-07,0.9773339589094489
2019-08,0.9868830320148326
2019-09,0.978088950124968
2019-10,0.9559508977332634
2019-11,0.9706018589227612
2019-12,0.9427117640264768
2020-01,0.9454911718044304
2020-02,0.9507588456799032
2020-03,0.942325146560118
2020-04,0.9587660948004522
2020-05,0.964092128852335
2020-06,0.9670660519621558
2020-07,0.9780556557781086
2020-08,0.98449398373349
2020-09,0.9820140102977222
2020-10,0.9803851964239444
2020-11,0.9521898473237728
2020-12,0.952459376557648
2021-01,0.9395728948418771
2021-02,0.9551536111512163
2021-03,0.944099762497882
2021-04,0.951890777157543
2021-05,0.9596612692510039
